BS, S:37858
-17.76,7.52
-18.89,7.1
-18.22,6.9
-17.89,6.48
-15.97,6.74
-15.39,6.83
-16.52,6.75
-16.5,6.68
-15.86,6.56
-15.84,6.41
-15.03,6.37
-14.6,6.27
-13.04,6.22
-12.44,6.21
-12.61,6.22
-11.86,6.19
-11.02,6.17
-12.15,6.2
-11.39,6.18
-10.58,6.16
-10.58,6.16
-10.49,6.16
-9.73,6.15
-9.46,6.2
-9.46,6.16
-10.08,6.16
-9.26,6.12
-8.65,6.11
-9.43,6.13
-8.49,6.02
-8.02,6.01
-8.48,6.1
-8.12,6.18
-7.61,6.09
-7.31,6.16
-7.01,6.08
-7.63,6.08
-6.75,6.06
-5.74,5.96
-5.98,5.87
-4.47,5.84
-3.44,5.89
-2.85,5.83
-2.1,5.83
-1.49,5.78
-0.93,5.77
-0.02,5.69
0.62,5.58
1.19,5.42
1.82,5.3
BE,
BS, S:37933
1.97,5.24
7.91,5.39
28.95,6.68
48.6,9.85
65.69,19.73
85.98,24.09
27.77,25.49
35.39,26.35
26.26,26.33
27.41,26.55
22.47,26.26
18.91,25.52
18.83,24.97
24.75,25.29
34.31,26.16
41.26,27.89
38.88,35.84
43.87,33.57
6.77,30.19
15.85,29.35
18.43,28.25
19.68,27.75
18.62,27.9
17.56,28.01
15.63,28.28
15.76,28.47
14.68,28.25
13.13,28.36
11.92,28.3
10.8,28.22
10.34,28.13
10.07,28.14
10.01,28.15
9.45,28.12
8.98,28.19
7.87,28.14
7.67,28.13
7.77,28.04
7.58,27.95
8.27,27.91
9.26,27.88
9.65,27.97
10.82,28
12,28.03
12.76,28.08
13.32,28.17
13.62,28.24
13.37,28.3
12.54,28.33
11.82,28.28
11.32,28.23
-61.33,27.98
-88.27,24.11
-64.9,15.01
-19.04,7.82
-2.68,7
-1.5,8.8
-12.47,9.83
-23.09,9.86
-26.75,8.39
-23.2,7.37
-17.13,6.74
-12.19,6.51
-11.57,6.96
-14.21,7.28
-17.07,7.68
-19.48,7.46
-19.84,7.04
-19.09,6.68
-16.24,6.57
-13.74,6.07
-14.09,6.57
-14.13,6.82
-15.29,6.93
-15.95,6.85
-17.44,6.7
-16.22,6.42
-15.43,6.3
-15.03,6.2
-13.5,6.07
-12.12,6.11
-12.06,6.12
-11.08,6.17
-10.58,6.16
-11.29,6.18
-10.62,6.08
-9.5,6.05
-9.38,6.13
-9.09,6.12
-8.59,6.11
-8.6,6.14
-8.75,6.11
-8.91,6.12
-8.66,6.02
-8.04,6.01
-7.98,6.01
-7.21,6.07
-6.6,6.08
-7.13,6.16
-6.65,6.14
-6.13,6.08
-6.85,6.07
-6.15,6.05
-5.48,6.03
-5.76,5.96
-4.52,5.85
-3.59,5.82
-2.9,5.89
-2.41,5.96
-2.43,5.96
-2.08,5.88
-1.63,5.79
-1.15,5.77
-0.07,5.75
0.4,5.74
0.53,5.66
0.68,5.65
1.19,5.56
1.49,5.48
1.86,5.39
BE,
BS, S:37934
2.2,5.32
7.25,5.45
27.64,6.73
48.79,9.88
67.21,19.46
87.05,24.52
36.28,25.42
36.48,26.8
26.7,27.13
23.76,26.99
19.19,26.37
15.25,25.05
16.74,24.57
24.77,24.71
38.69,26.25
50.93,28.13
41.41,35.13
41.44,33.02
4.48,30.3
12.93,29.67
14.87,28.13
15.16,27.31
16.35,27.39
18.68,27.91
19.41,28.4
18.1,28.7
15.31,28.92
12.83,29.16
11.69,29.52
7.11,28.9
5.46,28.23
6.24,28.31
5.39,28.14
5.11,28.13
4.58,28.13
4.17,28.22
3.6,28.22
3.09,28.13
2.89,28.05
3.14,27.95
3.48,27.87
4.53,27.84
5.73,27.8
7.39,27.87
9.23,28
10.17,28.04
10.18,28.08
11.28,28.03
11.82,28.09
12.05,28.18
12,28.24
-65.82,27.98
-89.82,23.88
-64.14,14.91
-15.56,8.01
-2.09,7.34
-10.04,8.95
-14.6,10.49
-18.18,11.24
-23.36,9.35
-23.04,7.71
-17.39,6.93
-14.57,7
-14.47,7.4
-15.8,7.42
-17.82,7.28
-18.39,6.99
-17.32,6.71
-15.05,6.62
-15.65,6.66
-14.77,6.61
-14.24,6.51
-15.05,6.46
-14.05,6.42
-12.92,6.33
-13.73,6.33
-12.49,6.29
-11.53,6.27
-12.06,6.28
-11.38,6.26
-10.5,6.24
-10.35,6.17
-10.07,6.16
-10.02,6.15
-9.11,6.05
-9.07,6.11
-8.61,6.11
-8.64,6.11
-8.34,6.1
-8.54,6.11
-7.7,6.08
-6.96,6.14
-7.69,6.17
-6.96,6.16
-6.88,6.16
-7.5,6.25
-7.22,6.16
-6.73,6.16
-7.41,6.16
-6.81,6.08
-6.28,6.05
-6.72,6.06
-6.22,6.05
-5.84,6.04
-5.62,6.04
-5.84,6.11
-5.45,6.03
-5.38,6.03
-5.2,6.03
-4.83,6.02
-4.48,6.01
-3.71,5.91
-3.27,5.9
-2.38,5.9
-2.19,5.96
-1.98,5.87
-1.29,5.78
-0.3,5.76
0.41,5.66
0.82,5.58
1.24,5.49
1.52,5.41
2,5.33
BE,
BS, S:37935
2.15,5.33
7.26,5.44
27.77,6.69
49.51,9.7
65.64,18.84
87.21,25.21
39.87,25.7
38.46,26.96
24.63,27.24
24.41,27.12
19.67,26.38
16.65,25.06
18.21,24.52
27.87,24.98
42.46,26.65
50.81,28.63
42.04,35.93
28.02,31.21
7.59,29.94
19.1,28.84
19.2,28.37
20.55,27.74
23.82,27.39
28.53,28
29.48,28.15
28.06,28.44
25.99,28.71
21.65,28.54
20.99,28.19
24.64,28.29
25.82,29.43
28.19,31.71
32.07,33.87
16.28,29.67
12.8,29.03
15.47,28.92
17.38,28.6
15.31,28.6
12.44,28.76
8.79,28.77
6.23,28.61
4.17,28.43
2.62,28.4
2.49,28.23
1.98,28.05
2.17,27.91
3.52,28.27
5.51,28.31
7.07,27.96
9.08,28
11.16,28.01
-63.64,26.92
-87.85,21.83
-66.14,14.5
-24.77,7.84
-0.71,6.91
-2.5,8.87
-15.32,10.44
-27.22,10.02
-27.61,8.14
-21.76,7.04
-14.92,6.77
-13.38,7.07
-14.61,7.27
-15.9,7.44
-17.13,7.2
-18.49,7.12
-16.59,6.88
-16.2,6.73
-14.62,6.41
-14.33,6.28
-14.55,6.62
-14.24,6.53
-14.62,6.67
-15.81,6.75
-15.54,6.65
-14.9,6.54
-15.63,6.41
-14.88,6.28
-14.04,6.18
-13.88,6.1
-12.69,6.16
-11.61,6.19
-11.83,6.2
-11.6,6.19
-10.95,6.17
-11.2,6.1
-10.86,6.08
-9.82,6.06
-8.96,6.1
-9.09,6.12
-9.31,6.13
-8.57,6.03
-8.22,6.02
-8.47,6.02
-7.86,6.01
-7.18,6.07
-7.62,6.17
-7.48,6.23
-6.94,6.24
-7.62,6.17
-7.24,6.16
-6.9,6.17
-7.23,6.08
-6.73,6.06
-5.97,6.07
-6.57,6.13
-6.33,6.08
-5.85,6.07
-5.92,6.05
-6.01,6.12
-5.72,6.13
-5.86,6.19
-5.99,6.16
-5.72,6.08
-5.91,6.08
-5.91,6.12
-5.88,6.14
-5.85,6.12
-5.78,6.04
-5.67,6.04
-4.83,5.95
-4.39,5.93
-3.99,5.99
-3.52,5.99
-3.35,5.92
-3.01,5.83
-2.07,5.79
-1.15,5.77
0,5.6
0.76,5.57
1.14,5.56
1.42,5.49
1.72,5.39
BE,
BS, S:37936
2.01,5.32
7.5,5.45
28.26,6.72
50.04,10.06
69.66,19.81
86.97,23.41
28.26,24.9
38.44,26.19
25.77,26.31
26.9,26.66
21.52,26.29
18.28,25.54
18.49,24.97
23.9,25.38
33.48,26.45
39.19,27.89
38.36,38
48.94,33.55
6.33,30.44
17.88,29.82
18.44,28.66
18.4,28.35
15.22,28.18
12.96,28.17
11.38,28.17
8.41,28.57
4.4,28.79
-0.63,29.06
-5.7,29.12
-7.43,29.25
-8.17,29.37
-8.39,29.38
-9.47,29.51
-10.31,29.6
-11.19,29.71
-12.41,29.82
-12.45,29.89
-11.98,29.89
-11.86,29.8
-9.93,29.76
-9.24,29.74
-9.37,29.66
-7.85,29.54
-6.49,29.35
-6.05,29.35
-5.28,29.25
-4.65,29.22
-4.42,28.98
-3.73,28.87
-2.91,28.69
-2.52,28.52
-68.56,28.47
-95.2,24.87
-73.22,14.35
-24.79,6.16
-0.35,5.32
0.76,7.29
-1.57,8.08
-7.98,8.56
-10.59,7.96
-11.28,7.19
-10.13,6.67
-8.17,6.45
-5.64,6.29
-4.41,6.41
-3.95,6.63
-5.45,7.07
-9.17,7.88
-12.31,7.67
-14.42,7.34
-15.34,7.22
-15.37,6.8
-14.31,6.36
-11.67,5.96
-9.4,5.88
-6.76,5.8
-3.99,5.57
-1.51,5.35
0.75,5.61
0.05,5.9
-1.95,7.51
-7.31,7.27
-11.35,7.23
-11.89,6.73
-11.2,7.02
-8.13,5.65
-4.19,5.31
-3.01,5.86
-3.31,5.98
-7.22,7.93
-10.15,7.23
-10.6,5.98
-6.72,5.23
-2.23,5.13
0.53,5.22
0.32,6.8
-1.75,6.61
-4.87,7.83
-9,7.33
-11.87,6.91
-9.66,5.57
-5.38,5.12
-1.1,5.07
1.43,5.37
-0.65,7.37
-5.6,7.28
-6.83,6.33
-5.63,5.69
-3.27,5.64
-1.36,5.6
-0.66,7.4
-4.98,7.65
-7.08,6.42
-6.36,5.67
-3.66,5.51
-3.78,6.95
-5.54,6.84
-5.69,6.15
-3.98,5.6
-1.51,5.52
0.38,5.5
-0.4,6.39
-1.52,6.49
-2.6,6.33
-2.72,6.13
-4.15,6.09
-3.74,6.35
-4.98,6.46
-4.34,5.86
-3.96,6.01
-2.99,6.12
-2.99,6.09
-2.57,5.74
-1.11,5.6
0.4,5.58
0.91,5.5
1.25,5.4
1.97,5.24
BE,
BS, S:37937
2.27,5.24
7.75,5.35
29.27,6.63
50.77,9.99
66.91,19.68
72.04,24.54
10.66,26.7
6.32,27.71
7.44,26.09
14.86,25.12
13.67,25.04
16.28,25.17
18.83,26.75
14.31,26.81
14.97,26.83
15.22,26.57
15.39,27.94
12.78,31.27
21.14,34.1
42.79,30.2
16.16,30.58
22.1,30.23
20.3,28.42
25.65,28.05
25.43,27.8
26.49,28.23
18.18,30.2
8.95,29.7
13.85,27.76
19.43,26.77
27.54,27.98
39.22,30.59
48.38,32.02
27.33,31
17.31,30.02
19.23,30.06
16.53,30.3
10.54,30.47
12.92,28.57
15.17,27.16
19.76,27.05
29.27,27.7
31.92,29.47
26.72,33.63
27.61,32.07
6.23,30
9.48,29.56
13.21,28.75
13.65,28.5
12.61,28.46
10.91,28.38
-64.46,28.12
-90.38,24.06
-62.88,15.04
-15.63,7.28
2.31,5.34
2.99,6.98
-0.57,8.33
-7.95,9.92
-15.47,9.22
-19.64,8.25
-17.42,7.49
-14.22,6.75
-12.88,6.77
-11.8,6.88
-10.92,6.99
-11.83,6.9
-9.67,6.81
-7.57,6.03
-6.83,6.06
-6.56,6.35
-6.94,6.45
-7.23,6.79
-9.07,7.03
-9.88,6.86
-11.99,6.29
-9.36,6.35
-8.23,6.41
-9.7,6.53
-10.43,6.79
-11.41,6.78
-10.9,5.86
-10.01,6.1
-8.94,6.33
-9.64,6.39
-9.67,6.41
-9.26,6.29
-10.18,6.16
-9.74,6.14
-9.01,6.12
-8.54,6.03
-8.15,6.01
-7.27,6.08
-7.33,6.16
-7.61,6.24
-7.57,6.24
-7.34,6.24
-7.06,6.16
-7.13,6.16
-6.87,6.08
-6.54,6.07
-6.67,6.06
-6.11,6.05
-5.65,6.03
-6.25,6.05
-5.64,6.04
-5.03,5.94
-5.53,5.95
-4.85,6.02
-4.5,6
-4.78,6.1
-4.56,6.02
-4.11,6
-3.8,6
-3.33,5.99
-3.08,5.98
-2.87,5.98
-2.63,5.91
-2.19,5.88
-1.77,5.87
-0.98,5.85
-0.07,5.76
0.5,5.6
1.05,5.48
1.67,5.31
BE,
BS, S:37938
2.05,5.22
7.59,5.33
29.34,6.61
50.92,9.9
63.48,19.43
71.24,24.54
21.55,25.49
26.29,26.9
18.46,26.92
18.82,26.25
15.32,24.51
16.83,23.99
27.34,24.29
42.49,25.98
53.03,28.12
40.14,34.3
38.6,31.75
2.64,29.78
13.13,29.43
13.91,27.28
15.47,26.31
22.42,26.48
34.36,27.31
46.87,31.19
42.69,32.16
25.03,31.32
17,30.03
18.11,29.49
21.48,28.51
20.81,28.31
19.37,28.09
19.25,27.58
21.31,27.48
25.27,27.61
28.96,28.38
31.56,30.31
33.66,31.17
25.35,30.53
16.35,29.1
19.13,28.55
23.1,28.4
23.52,28.34
21.78,28.59
18.38,28.69
15.5,28.63
12.85,28.56
11.3,28.53
9.09,28.65
7.75,28.94
8.27,30.42
5.9,29.42
-74.89,29.11
-95.83,24.78
-65.78,15.43
-17.47,7.61
2.22,6.77
0.8,8.89
-12.21,10.37
-25.27,10.75
-32.61,8.83
-26.58,7.61
-19.97,6.99
-16.81,7.08
-17.75,7.19
-17.49,7.05
-18.08,6.83
-17.9,6.92
-16.68,6.83
-16.67,6.68
-15.92,6.57
-15.5,6.54
-15.17,6.53
-14.76,6.37
-14.4,6.35
-13.81,6.33
-13.3,6.25
-12.54,6.21
-11.74,6.22
-11.75,6.27
-11.42,6.31
-11.82,6.35
-11.86,6.36
-11,6.34
-11.29,6.27
-11.61,6.35
-11.31,6.34
-11.73,6.36
-11.58,6.35
-11.07,6.26
-11.56,6.27
-11.39,6.19
-11.13,6.26
-11.7,6.12
-10.8,6.08
-10.13,6.06
-10.13,6.06
-8.88,6.05
-8.41,6.02
-9.13,6.12
-8.41,6.1
-8.23,6.14
-8.84,6.11
-7.66,6.01
-6.88,5.99
-7.2,6.07
-6.45,6.14
-6.23,6.16
-6.74,6.15
-6.31,6.14
-6.38,6.05
-6.32,6.15
-6.25,6.16
-6.22,6.22
-6.01,6.2
-6.22,6.22
-6.27,6.14
-6.13,6.08
-5.88,6.04
-5.72,5.96
-5.01,5.94
-4.57,6.01
-4.54,6.09
-4.6,6.1
-4.6,6.1
-4.74,6.09
-4.46,6.01
-4.42,6.01
-4.05,6
-3.74,6
-3.22,5.83
-2.48,5.73
-1.6,5.8
-1.08,5.86
-0.55,5.78
0.36,5.67
0.69,5.49
1.62,5.32
BE,
BS, S:37939
2.15,5.22
8.05,5.35
29.6,6.58
50.48,9.77
69.98,19.4
87.74,23.25
33.54,25.38
36.04,26.74
25.75,26.97
26.5,26.92
21.13,26
17.69,24.98
20.68,24.64
30.31,25.36
43.48,26.84
47.56,30.59
45.71,36.74
14.51,31.52
7.45,29.72
14.89,28.01
16.6,26.55
22.97,26.16
36.4,27.31
46.48,29.79
39.89,32.43
24.91,31.01
16.24,29.87
20.61,28.81
24.67,28.26
24.41,28.16
24.4,28.08
23.93,28.4
23.5,28.5
23.11,28.75
22.1,29.62
23.39,29.62
16.6,28.87
13.65,28.56
13.73,28.52
12.85,28.41
10.99,28.55
8.51,28.58
5.89,28.58
4.22,28.41
3.87,28.24
2.98,28.05
3.58,27.88
4.49,27.8
5.58,27.81
7.27,27.87
8.81,27.96
-59.72,27.79
-88.23,24.04
-69.23,15.41
-20.28,8.25
-6.97,7.21
-6.27,8.63
-15.39,9.92
-26.12,9.77
-27.23,8.32
-22.55,7.32
-18.55,7.15
-17.17,7.03
-17.47,7.27
-16.36,7.13
-17.61,7.14
-17.59,6.95
-16.44,6.78
-16.93,6.69
-15.76,6.56
-14.83,6.49
-15.22,6.46
-14.51,6.36
-13.12,6.33
-13.31,6.32
-12.46,6.38
-12.31,6.41
-12.41,6.41
-12.27,6.37
-12.44,6.33
-11.98,6.29
-12.02,6.2
-11.22,6.18
-10.63,6.16
-10.67,6.24
-10.52,6.24
-10.06,6.25
-10.72,6.24
-10.04,6.16
-9.57,6.06
-10.11,6.15
-9.64,6.13
-8.2,6.01
-8.65,6.02
-7.85,6
-6.96,6.07
-7.09,6
-6.68,6.14
-6.42,6.16
-6.74,6.16
-6.65,6.16
-6.56,6.22
-6.51,6.21
-6.62,6.16
-6.62,6.14
-6.31,6.08
-6.72,6.06
-6.15,6.04
-5.53,6.03
-5.99,6.04
-5.31,6.03
-4.85,6.02
-4.94,6.03
-4.79,6.02
-4.44,5.93
-3.65,5.84
-2.4,5.73
-2,5.79
-1.51,6.05
-1.83,6.01
-1.79,5.8
-0.81,5.85
-0.27,5.82
-0.21,5.92
0.06,5.84
0.5,5.75
0.79,5.66
1.24,5.56
1.46,5.49
1.86,5.41
BE,
BS, S:37940
2.03,5.39
7.53,5.52
27.02,6.78
48.38,9.91
65.87,19.25
85.53,22.94
39.79,24.65
38.77,26.22
29.37,26.69
26.39,26.62
22.07,26.45
18.88,25.26
18.76,24.79
26.49,24.95
37.4,26.21
46.06,28.69
47.51,35.94
27.47,30.83
13.88,29.49
19.43,29.07
22.57,27.9
22.92,28.51
24.37,29.55
25.96,29.23
18.2,28.56
19.69,28.61
17.32,28.54
15.55,28.27
14.99,28.23
14.7,28.13
13.91,28.05
14.08,28.21
14.09,28.24
12.93,28.43
11.71,28.64
11.29,28.78
9.67,28.53
8.22,28.4
6.52,28.33
5.29,28.24
4.36,28.22
4.43,28.14
4.36,28.22
3.22,28.22
3.01,28.13
2.98,28.06
2.71,28.05
3,27.97
3.77,27.94
4.16,27.87
5.56,27.81
-59.57,27.68
-89.12,24.08
-69.22,15.52
-21.07,8.1
-1.08,7.26
-6.88,8.85
-17.4,10.42
-21.63,11.94
-23.86,10.59
-23.7,8.14
-22.83,7.46
-18.69,6.61
-14.45,7.02
-14.28,7.2
-15.78,7.07
-16.01,7
-15.84,6.81
-15.14,6.59
-15.26,6.5
-14.24,6.41
-12.67,6.47
-13.62,6.41
-12.67,6.37
-11.97,6.36
-12.54,6.38
-12.26,6.3
-11.72,6.31
-11.12,6.26
-11.39,6.26
-10.96,6.25
-10.03,6.25
-11.2,6.26
-10.32,6.17
-9.88,6.16
-9.86,6.23
-9.42,6.21
-9.45,6.13
-9.01,6.12
-9.22,6.12
-8.74,6.11
-7.59,6.09
-8.75,6.1
-7.09,6.07
-6.27,5.98
-6.74,6.14
-6.43,6.14
-6.57,6.23
-6.21,6.16
-6.7,6.15
-6.67,6.08
-5.98,6.04
-6.43,6.05
-5.87,6.04
-5.17,6.05
-5.82,6.04
-5,5.94
-5,6.1
-5.32,6.11
-5.15,6.11
-5.24,6.11
-5.01,6.11
-5.05,6.02
-4.54,6.01
-4.13,6
-3.66,5.9
-2.83,5.89
-2.32,5.81
-1.73,5.8
-0.96,5.77
-0.03,5.75
0.54,5.67
0.92,5.52
1.39,5.4
1.88,5.37
BE,
BS, S:37941
2.01,5.37
7.5,5.49
28.3,6.73
49.19,9.85
67.77,19.34
89.05,24.04
38.62,25.27
37.66,26.56
24.57,27.13
23.57,26.94
19.79,26.04
16.16,24.9
20.18,24.19
31.41,24.88
46.83,26.64
50.95,29.38
41.31,36.35
32.68,32.38
6.16,30.5
21.38,29.2
20.44,28.31
20.55,27.88
25.57,27.63
33.54,27.6
32.29,28.63
29.23,28.89
24.41,28.58
23.01,28.39
24.69,28.21
26.51,28.64
27.27,30.31
29.15,31.73
30.33,35.21
25.49,30.97
7.85,28.8
17.11,28.99
16.74,28.42
15.46,28.71
11.33,28.75
8.32,28.58
6.67,28.4
6.14,28.29
5.19,28.28
3.66,28.22
3.14,28.28
2.41,28.53
0.68,29.02
-0.54,28.54
-3.05,28.27
-2.63,28.03
-2.75,27.95
-65.5,27.96
-94.63,24.6
-74.05,16.02
-19.23,7.96
-2.16,7.48
-7.97,9.41
-17.51,10.19
-29.83,9.89
-29.54,8.52
-23.95,7.5
-18.83,7.06
-18.01,7.24
-19.15,7.33
-19.49,7.1
-18.66,6.91
-18.17,6.82
-17.54,6.78
-16.34,6.66
-15.81,6.58
-15.49,6.48
-14.96,6.45
-14.18,6.35
-14.23,6.34
-13.28,6.25
-12.25,6.2
-12.5,6.21
-11.06,6.17
-10.12,6.15
-9.69,6.2
-10.2,6.33
-10.38,6.34
-10.18,6.33
-10.62,6.26
-10.23,6.24
-9.84,6.25
-10.46,6.16
-9.71,6.14
-9.04,6.15
-10.02,6.14
-8.98,6.2
-9.08,6.25
-9.08,6.24
-8.95,6.2
-9.14,6.2
-8.66,6.11
-8.96,6.04
-8.3,6.01
-7.64,6
-7.83,6.09
-6.95,6
-5.84,5.97
-5.52,5.94
-4.81,6.06
-4.73,5.95
-4.42,5.84
-3.04,5.81
-2.87,6.23
-3.28,6.25
-3.78,6.23
-4.83,6.42
-5.31,6.12
-5.45,6.2
-5.12,6.03
-5.19,6.18
-5.34,6.1
-5.28,6.12
-5.51,6.1
-6.07,6.33
-6.92,6.42
-7.54,6.33
-7.5,6.24
-7.34,6.16
-7.05,6.08
-6.82,6.15
-6.79,6.15
-6.84,6.16
-6.89,6.22
-7.14,6.24
-7.02,6.25
-7.28,6.16
-6.8,6.06
-6.5,6.06
-6,5.99
-5.37,5.87
-4.38,5.76
-2.99,5.79
-2.74,6.21
-3.98,6.33
-4.42,6.18
-4.57,6.03
-4.27,5.85
-2.81,5.73
-1.43,5.62
-0.02,5.52
0.93,5.34
1.64,5.22
BE,
BS, S:37942
2.15,5.22
8.05,5.35
28.23,6.65
49.95,9.86
71.64,19.11
91.24,22.82
43.19,24.74
42.58,26.46
30.47,27
28.4,27.1
23.99,26.51
21.16,25.38
21.3,24.86
29.51,25.14
40.4,26.21
46.94,28.61
45.77,37.03
43.92,31.63
11.19,31.59
26.26,32.11
20.43,29.89
18.26,28.32
18.5,27.3
19.89,26.88
26.25,26.78
35.62,27.53
38.65,28.52
32.47,29.24
25.4,29.12
23.78,28.73
29.36,33.89
41.86,35.97
25.36,34.01
14.76,30.62
13.5,29.54
17.58,29.09
17.69,28.71
14.55,28.73
11.58,28.79
8.71,28.65
6.25,28.48
5.1,28.28
4.36,28.02
4.58,27.75
5.21,27.7
6.5,27.86
10.01,28.1
11.54,28.21
12.76,28.21
13.33,28.09
13.71,28.15
-62.46,27.83
-88.49,23.82
-69.66,15.49
-21.24,8
-3.43,7.27
-6.07,9.05
-19.1,10.4
-30.59,10.22
-31.41,8.6
-26.7,7.64
-21.2,7.25
-19.46,7.05
-17.95,7.03
-17.61,7.18
-18.64,7.16
-18.67,7.18
-20.05,6.95
-18.28,6.72
-16.63,6.58
-16.93,6.6
-16.12,6.48
-15.33,6.46
-14.71,6.44
-14.85,6.45
-14.04,6.35
-13.28,6.32
-13.74,6.25
-12.72,6.14
-11.81,6.19
-11.51,6.19
-10.89,6.17
-10.97,6.17
-9.95,6.21
-11,6.25
-10.48,6.24
-10.01,6.06
-9.8,5.97
-8.63,6.02
-8.19,6.02
-7.73,6
-7.57,5.85
-7.16,6.07
-6.91,6.16
-7.47,6.16
-7.04,6.16
-6.97,6.23
-7.42,6.18
-7.84,6.09
-7.39,6.08
-6.3,6.06
-6.82,6.07
-6.09,6.05
-5.55,5.99
-5.25,5.99
-4.77,5.86
-4.24,6.07
-4.69,6.32
-5.94,6.29
-6.2,6.25
-6.09,6.16
-6.05,6.13
-5.69,6.04
-5.82,6.05
-5.72,6.05
-5.56,6.04
-5.45,6
-5.47,6.1
-5.59,6.11
-5.24,5.96
-4.71,6.02
-4.39,6.01
-3.99,6.07
-3.93,6.23
-4.39,6.26
-4.68,6.18
-4.63,6.18
-5.21,6.19
-4.94,6.1
-5.05,5.96
-4.57,5.93
-3.62,5.91
-3.15,5.98
-2.84,6.14
-3.32,6.09
-3.16,6.07
-3.31,6
-3.08,5.98
-2.52,5.89
-2.41,6.04
-2.7,6.18
-3.19,6.17
-3.25,6.15
-3.23,6.08
-3.28,6.07
-3.13,6.05
-3.33,6.06
-3.07,5.99
-2.78,5.91
-2.33,5.88
-1.71,5.86
-0.94,5.85
-0.39,5.84
-0.18,5.85
0.04,5.84
0.21,5.83
0.6,5.74
0.6,5.75
0.7,5.82
0.84,5.67
1.3,5.49
1.72,5.48
1.88,5.54
BE,
BS, S:37943
2.2,5.47
7.68,5.58
27.46,6.8
48.79,9.76
66.96,17.44
85.48,22.89
43.86,24.66
40.35,25.73
31.39,26.39
28.79,26.72
26.55,26.52
24.12,25.8
24.16,25.42
27.38,25.57
36.82,26.43
43.8,28.37
44.94,35.22
38.36,30.78
18.28,32.5
33.56,31.41
28.95,31.36
26.4,29.85
16.14,28.88
16.3,27.72
19.85,26.91
25.28,26.96
33.7,27.53
36.11,28.62
30.09,29.24
24.63,29.04
21.06,29.2
28.19,34.86
34.03,35.65
15.24,31.19
4.13,29.43
11.44,29.08
13,28.27
13.9,28.18
13.1,28.25
12.42,28.26
11,28.2
9.83,28.19
9.62,28.19
7.81,28.29
6.5,28.38
5.11,28.34
4.26,28.31
3.4,28.22
2.81,28.21
2.69,28.05
2.24,28.12
-65.11,28.05
-93.09,24.57
-74.16,16.08
-23.62,8.11
-3.97,7.66
-8.07,9.06
-17.88,10.17
-30.67,10.02
-30.27,8.56
-26.18,7.45
-20.32,7.27
-17.62,7.19
-17.62,6.73
-17.73,7.14
-17.38,7.1
-19.35,7.01
-17.69,6.87
-16.66,6.61
-15.57,6.55
-14.64,6.45
-13.82,6.41
-13.21,6.31
-12.37,6.29
-11.96,6.28
-11.23,6.26
-11.21,6.25
-10.14,6
-8.66,6.01
-9.73,6.43
-10.29,6.6
-10.76,6.52
-12.18,6.5
-11.41,6.28
-11.19,6.1
-10.93,6.16
-10.5,6.08
-10.27,6.22
-9.77,6.24
-10.76,6.25
-10.2,6.24
-9.54,6.16
-10.12,6.22
-8.99,5.95
-7.38,5.91
-7.09,5.97
-7.45,6.33
-7.68,6.09
-7.02,5.68
-6.81,6.08
-6.2,6.03
-5.49,5.96
-6.39,6.52
-6.99,6.29
-6.91,6.32
-7.47,6.22
-7.95,6.46
-8.14,6.41
-9.88,6.63
-9.92,6.36
-9.59,6.14
-8.05,5.62
-7.71,6.01
-7.58,6.06
-4.4,5.66
-2.96,5.64
-4.33,6.99
-7.66,7.48
-9.91,6.4
-8.78,5.66
-4.7,5.17
-0.57,5.21
0.98,5.45
-0.53,7.72
-3.05,6.91
-5.93,7.54
-8.85,6.69
-9.92,6.5
-8.02,6.19
-6.56,6.39
-4.43,6.34
-5.82,6.86
-7.36,6.83
-7.07,6.08
-4.65,5.44
-1.31,5.2
0.96,5.38
1.06,5.72
0.88,5.88
0.09,6.29
-0.76,6.41
-2.1,6.83
-2.78,6.37
-3.04,6.08
-5.19,7.61
-9.34,7.38
-10.85,6.44
-8.83,5.73
-4.81,5.12
-1,5.24
1.05,5.46
1.41,5.54
1.35,5.56
1.41,5.56
1.56,5.49
1.98,5.47
BE,
BS, S:37944
2.01,5.41
7.26,5.53
27.23,6.78
49.01,9.91
68.54,18.36
83.73,22.65
32.83,26.77
24.1,27.47
17.24,27.1
12.3,27.83
13.79,25.82
12.65,23.86
25.12,23.63
45.32,26.12
54.98,32.16
55.94,35.69
21.41,32.94
17.57,31.92
22.07,29.19
18.29,28.13
16.74,28.06
19.7,26.47
26.87,27.05
35.33,28.01
32.74,28.99
26.35,29.27
20.83,28.9
18.85,28.7
21.59,29.06
24.42,31.65
24.73,32.4
22.25,30.67
15.92,30.38
10.71,28.61
14.75,28
16.73,27.82
17.89,27.85
18.94,27.99
19.5,28.18
18.62,28.32
17.55,28.42
17.16,28.37
14.93,28.53
15.5,29.06
18.31,31.68
16.56,29.28
10.18,28.26
12.3,28.43
13.6,28.09
13.17,28.23
12.79,28.24
-67.21,27.96
-91.31,23.84
-63.86,14.95
-16.55,7.45
-0.1,6.61
-0.62,8.67
-14.14,10.63
-28.36,10.79
-30.05,8.97
-24.86,7.75
-20.73,7.25
-19.33,7.24
-14.35,6.28
-12.26,6.78
-13.33,6.71
-13.43,7.2
-14.35,7.61
-17.95,7.28
-18.71,7.26
-18.58,6.74
-15.43,6.51
-13.46,5.78
